Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3694|2011110|750|2022-02-21|b0b93c57-7e58-410b-ab9c-b13cc4ca85ef|DAP|USD|21900.96|21900.96|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-21|1b06d987-30ab-469f-a758-ae42fb08fb37|DAP|USD|2513.75|2513.75|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2003546|240||COVE2250HSFO4|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:38:13|
3995|2003760|240||COVE2251PGF26|FCA| |0.00|0.00| | |ES B95701173|VIBROTECH ENGINEERING S.L.||||||2022-03-31 13:04:05|
3694|2011110|750|2022-02-15|5ce4cc6d-01c2-4687-a51b-2b28c1c2f6a0|DAP|USD|3970.63|3970.63|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-25|71b97894-f909-4ac3-9fd8-fa991faa562d|DAP|USD|6441.30|6441.30|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-08|4f766685-3e9c-4683-ab06-a766a594fe36|DAP|USD|5078.44|5078.44|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011110|750|2022-02-01|968ea48a-1d8d-47e9-8851-4b1239c69da5|DAP|USD|21755.00|21755.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011126|750|2022-02-28|DIM022022|DAP|MXP|761052.02|15962533.29|MEX| |DMC970718BD2|DISTRIBUIDORA DE METALES Y CARTONES S.A. DE C.V.|CARR. VILLA DE GARCIA KM 2.7|4|S/N|66350|SANTA CATARINA|2022-03-14 19:05:01|
3694|2011110|750|2022-02-09|0b0589f4-956b-40c1-a7e7-6e813af23a85|DAP|USD|3006.10|3006.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|5c78ed45-dfa8-4651-817c-675ae2cf39df|DAP|USD|1083.35|1083.35|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-28|e4e9690e-bba9-48f8-84dd-df703450d170|DAP|USD|11868.39|11868.39|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|666cd532-781a-454f-a091-34b431ea1179|DAP|USD|6500.10|6500.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003545|240||COVE225125NC7|FCA| |0.00|0.00| | |630995716|LAEMPE REICH CORPORATION||||||2022-03-24 15:44:02|
3694|2011124|750|2022-02-09|c78aed7c-fb90-4332-9496-18b131629318|DAP|USD|41205.87|41205.87|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-10|836abb2d-1cd1-4312-9368-13dad2aff2f6|DAP|USD|2330.60|2330.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-01|aa155f16-9469-4af1-b113-538bdeeaf2ee|DAP|USD|7912.26|7912.26|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-08|b5f36f84-0211-43cc-a65b-69ebecf5c7cc|DAP|USD|6670.08|6670.08|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011109|750|2022-02-11|70a3876e-559f-4510-a707-7dc97a70557e|DAP|USD|4985.31|4985.31|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011110|750|2022-02-28|2c5d4a39-b3fe-4fa1-b63b-8aee98646f6b|DAP|USD|20532.15|20532.15|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002933|240||COVE224ZB5QG7|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 19:21:06|
3694|2011110|750|2022-02-17|4cc4c6d2-97cd-46c9-b9e5-f5e620d62edc|DAP|USD|21755.00|21755.00|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003900|240||COVE22511EGY6|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 12:27:06|
3995|2003970|240|2022-03-24|bae5b9c9-8912-44b6-b501-b19a962d6a28|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-24 18:21:13|
3694|2011124|750|2022-02-02|133f6560-221a-4f78-a031-b3051bf0686e|DAP|USD|42185.36|42185.36|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-03|aa07209f-9313-45b4-8417-fe14e5330ea1|DAP|USD|21267.87|21267.87|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-18|1a1670a4-7d8b-47aa-b3f3-365a6f9501ec|DAP|USD|3684.71|3684.71|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-11|12ff2e24-3509-48a8-84b2-5405d9c3c422|DAP|USD|7565.45|7565.45|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003821|240||COVE225127757|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:45:04|
3694|2011124|750|2022-02-08|90b7bf2c-8e9e-4818-8d54-1b0f40c0c2f7|DAP|USD|42823.87|42823.87|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011124|750|2022-02-05|e260d615-4473-4a03-af4b-316ba1f50f4b|DAP|USD|21466.50|21466.50|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2004221|240||COVE2251PGE97|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-31 13:02:07|
3694|2011110|750|2022-02-23|350e535b-87ef-4d2b-88fe-f81900207a38|DAP|USD|1318.71|1318.71|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003127|240||COVE2250HTJF4|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:38:16|
3694|2011110|750|2022-02-11|4c38c9de-e2fb-42a4-8565-cf6197e7ea70|DAP|USD|5548.44|5548.44|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003823|240||COVE22512H7K8|FCA| |0.00|0.00| | |208386227|ADVANCED FOUNDRY SPECIALISTS, LLC||||||2022-03-24 15:47:08|
3694|2011110|750|2022-02-22|c568cf5b-81f5-44ca-bf81-e7b89489f854|DAP|USD|5671.43|5671.43|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011107|750|2022-02-28|NTV0479|DAP|USD|10956.84|10956.84|MEX| |NME1503253J4|NEAPCO MEXICO S. DE R. L. DE C. V|BOULEVARD FUNDADORES|S/N|8885|25293|SALTILLO|2022-03-11 18:15:04|
3694|2011109|750|2022-02-14|6add09eb-fbdc-44a5-9d35-22623b8c695f|DAP|USD|5078.44|5078.44|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3995|2003821|240||COVE2251276S2|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:45:04|
3995|2003049|240|2022-03-11|de03b3f7-929e-4477-8c51-771f9ea53981|FCA|USD|30654.72|30654.72|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-14 13:52:02|
3995|2002927|240||COVE224ZANBT5|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 11:58:04|
3995|2004266|240||COVE2251R17F6|FCA| |0.00|0.00| | |362376313|SIMPSON TECHNOLOGIES CORPORATION||||||2022-03-31 19:15:04|
3995|2003317|240||COVE2250GL8G4|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-17 13:45:10|
3995|2004342|240|2022-03-29|ccac425e-9d5e-41ad-9acd-896d6a5ad5fa|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-31 13:39:14|
3694|2011110|750|2022-02-02|2570cb4e-3c12-4db2-b804-d481e0111bed|DAP|USD|21267.87|21267.87|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-04|dece1eaa-6248-4493-bbba-7c86eec70625|DAP|USD|1319.73|1319.73|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2004222|240||COVE2251PGU25|FCA| |0.00|0.00| | |362435662|GENERAL KINEMATICS CORP.||||||2022-03-31 13:03:09|
3694|2011113|750|2022-02-09|6ee30ce7-bb7d-483c-baeb-c60688d72d41|DAP|USD|5550.14|5550.14|LUX| |20112443887|JOHN DEERE MEXICO, SARL|AVENUE JOHN F. KENNEDY||43|L-1855|LUXEMBURGO|2022-03-08 15:02:00|
3995|2003808|240||COVE22512F732|FCA| |0.00|0.00| | |33-0729397|WHEELABRATOR GROUP, INC.||||||2022-03-24 15:47:05|
3995|2003756|240||COVE225131LX4|DAP| |0.00|0.00| | |23-0958670|US SILICA COMPANY||||||2022-03-24 17:38:22|
3995|2003427|240||COVE2250BMOT1|FCA| |0.00|0.00| | |461684608|THE EXONE COMPANY||||||2022-03-15 13:17:13|
3694|2011110|750|2022-02-18|a145cd46-2a8c-4128-8402-5adb221bf903|DAP|USD|2204.09|2204.09|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011119|750|2022-02-28|f0c10d92-8ba6-4d0b-a50c-acef1d2679c0|DAP|USD|9894.98|9894.98|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011124|750|2022-02-11|a39d783a-f5b7-46a9-8a4d-eb776d210c8a|DAP|USD|13276.79|13276.79|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2004002|240||COVE225165H43|DAP| |0.00|0.00| | |23-0958670|US SILICA COMPANY||||||2022-03-25 14:06:12|
3694|2011124|750|2022-02-10|a7e49768-b860-4605-8735-1d630a51b3cb|DAP|USD|42086.59|42086.59|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011106|750|2022-02-21|6e1c2769-3842-49b2-b9e9-1d01e24bccf0|DAP|USD|22851.67|22851.67|USA| |261107337|NEAPCO COMPONENTS LLC|HAGGERTY ROAD|S/N|6735|48111|BELLEVILLE|2022-03-09 11:47:03|
3995|2004221|240||COVE2251PGEK7|FCA| |0.00|0.00| | |ESF01365550|LORAMENDI, S. COOP.||||||2022-03-31 13:02:07|
3995|2003474|240||COVE2250DFFX3|DAP| |0.00|0.00| | |38-0522445|ERVIN INDUSTRIES, INC.||||||2022-03-16 10:00:04|
3694|2011110|750|2022-02-18|1eefafb1-72e1-4540-8b23-568ec6ac9c3c|DAP|USD|2049.50|2049.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-05|7918c1f4-5b5b-40e3-8577-62ceaa476ded|DAP|USD|41794.38|41794.38|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011124|750|2022-02-03|2c240dc5-7343-4a1c-ad14-11c6731b4ae6|DAP|USD|41695.62|41695.62|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-04|e4d079df-b161-496f-b7ef-9f3259f6f786|DAP|USD|18073.60|18073.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2004227|240||COVE2251R2EP5|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-31 19:17:08|
3694|2011110|750|2022-02-09|475daa06-eda1-4810-8db1-ca7eb1fd8d96|DAP|USD|887.52|887.52|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|2e4a8bc1-3212-4fb7-b775-930f2f73045c|DAP|USD|1228.24|1228.24|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003531|240|2022-03-16|083fd284-06a8-4bc0-b413-cd3abbbf61a8|FCA|USD|33205.00|33205.00|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-16 18:58:01|
3694|2011112|750|2022-02-09|58c9bc56-4ea3-48ed-a4f9-90d83cbd3a6e|DAP|USD|8817.12|8817.12|CHE| |CHE-112.299.409|EATON INDUSTRIES MANUFACTURING GMBH|ROUTE DE LA LONGERAIE|S/N|7|1110|MORGES|2022-03-08 12:13:02|
3694|2011110|750|2022-02-10|87538046-f447-4ba1-91e1-2be072599b20|DAP|USD|4912.95|4912.95|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011109|750|2022-02-21|e6df3fbf-219d-4a66-a4a8-982b15ff6186|DAP|USD|6180.12|6180.12|LUX| |20062417197|AAM INTERNATIONAL SARL|RUE DE KOERICH|S/N|68|L-8437|STEINFORT|2022-03-22 18:01:00|
3694|2011110|750|2022-02-18|4618241a-3725-4392-a282-984b33221541|DAP|USD|11378.60|11378.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-01|bee8bc09-0292-41d7-b062-f34b43bd004d|DAP|USD|2330.60|2330.60|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2004075|240|2022-03-25|eb02eaa5-632e-4c58-a76a-c915a70b082b|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-28 13:38:02|
3694|2011110|750|2022-02-04|6adf40fd-742f-4ace-be05-91b74a75bf65|DAP|USD|20532.15|20532.15|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003542|240||COVE2250HRA12|FCA| |0.00|0.00| | |DE124389433|WHEELABRATOR GROUP GMBH||||||2022-03-17 18:37:02|
3995|2003821|240||COVE2251276N7|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:45:04|
3694|2011124|750|2022-02-15|99acac06-4236-4191-a1d9-4cdf05c8f5ca|DAP|USD|41415.62|41415.62|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-23|bc75bfc9-a57c-4141-a025-0fc869b59723|DAP|USD|1417.86|1417.86|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-22|38c981c1-0607-40da-b343-f7b7e4b48a87|DAP|USD|14346.50|14346.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|73e28c12-b70b-4c1d-9fe0-454a084e3b5c|DAP|USD|6205.50|6205.50|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003806|240||COVE22512BOP8|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:46:05|
3995|2003824|240||COVE225123MR7|FCA| |0.00|0.00| | |31-0643264|ALLIED MINERAL PRODUCTS, LLC||||||2022-03-24 15:45:02|
3694|2011110|750|2022-02-08|10e2709b-91d1-4340-a777-854b122a8886|DAP|USD|14893.20|14893.20|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2002925|240||COVE224ZANAU5|FCA| |0.00|0.00| | |362376313|SIMPSON TECHNOLOGIES CORPORATION||||||2022-03-03 11:58:06|
3995|2002563|240||COVE224ZC92M2|DAP| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-03 17:18:04|
3694|2011110|750|2022-02-21|a758331b-55a9-4006-ba48-0d2e880e42ed|DAP|USD|15596.44|15596.44|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-21|e539fcbf-415e-4209-a82a-d88c3453b0ff|DAP|USD|3970.63|3970.63|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-03|9ea9f8be-8ac2-476d-9087-d57f928ca0df|DAP|USD|3074.25|3074.25|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-08|b70d265c-6ff8-4a1a-bf08-9441b264389b|DAP|USD|20067.75|20067.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003546|240||COVE2250HSFK1|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-17 18:38:13|
3694|2011110|750|2022-02-16|e98c1460-1720-43cc-b4ff-1db87aac3b84|DAP|USD|10087.27|10087.27|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|a55dc867-c0d3-41e4-adc8-2b6b815c2ccd|DAP|USD|11868.39|11868.39|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-21|7fd2040b-abf2-4ff1-a299-84463ef52ef4|DAP|USD|42086.59|42086.59|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-04|e904b50b-5b71-4820-b58e-26089e3222b7|DAP|USD|9222.75|9222.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-10|4d3de1fe-bb4e-43f7-8ba3-6a789eaaadb3|DAP|USD|9447.03|9447.03|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-05|ab230189-9ade-4033-b00c-d29800d0737d|DAP|USD|22435.41|22435.41|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2004219|240|2022-03-28|3db0f21f-64db-4acf-b06e-cb351a2b6cf7|FCA|USD|31537.84|31537.84|USA| |432096069|WORLDWIDE TECHNOLOGIES LLC|REASONOVER DRIVE||145|42134|FRANKLIN|2022-03-29 18:42:08|
3694|2011124|750|2022-02-14|ef69ea3b-c0ca-4df4-bf6d-bad83de12f37|DAP|USD|6638.39|6638.39|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3995|2003129|240||COVE225126505|DAP| |0.00|0.00| | |742689025|SANDTEX INTERNATIONAL CORP||||||2022-03-24 15:45:03|
3694|2011119|750|2022-02-17|87655c34-4e01-4eb6-9861-1e398696e52a|DAP|USD|5897.92|5897.92|USA| |80-0871159|SUSSEK MACHINE COMPANY, LLC|PIERCE ST|S/N|805|53594|WATERLOO|2022-03-07 16:21:03|
3694|2011110|750|2022-02-01|63f0e119-3cee-4624-b3bd-24eacd388650|DAP|USD|11169.90|11169.90|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003545|240||COVE225125O15|FCA| |0.00|0.00| | |630995716|LAEMPE REICH CORPORATION||||||2022-03-24 15:44:02|
3694|2011110|750|2022-02-11|2a8378a0-a015-47a2-b588-e1584b08e36d|DAP|USD|6626.70|6626.70|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3995|2003809|240||COVE22512GHQ7|FCA| |0.00|0.00| | |36-2644555|DISA INDUSTRIES INC.||||||2022-03-24 15:47:07|
3694|2011110|750|2022-02-17|9cc99baf-5e30-4363-9dea-9e5aa2a27c93|DAP|USD|3684.71|3684.71|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-09|3caa44db-1650-48fe-943d-ad2612a87298|DAP|USD|5123.75|5123.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011124|750|2022-02-14|ecf763aa-8e58-4065-b015-d2e64a793a8a|DAP|USD|41695.62|41695.62|USA| |133369789|ZF ACTIVE SAFETY US INC.|TECH CENTER DRIVE|S/N|12001|48150|LIVONIA|2022-03-16 16:18:04|
3694|2011110|750|2022-02-18|f7de76d4-616d-467f-920d-f348c1bfbb50|DAP|USD|13187.10|13187.10|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-04|5db20383-3882-451a-a633-055953ffca10|DAP|USD|5123.75|5123.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
3694|2011110|750|2022-02-17|3c4da2d6-47dd-440b-8acb-d7ebf3ea062e|DAP|USD|9222.75|9222.75|MEX| |CAM930415290|CONTINENTAL AUTOMOTIVE MEXICANA S. DE R.L. DE C.V.|PASEO DE LAS COLINAS|B|100|36270|SILAO|2022-03-14 19:04:01|
